ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
ILZIJTOS,16,TIILJSO;TIILJSZ;TIILJZO;TIIJSZO;IILJSZO,Z;O;S;L;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gwhilB80hglAtB8ywRpwhBtC8wwg0RpwhAtE8i0Je?AgWHAKnbMCU+jBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gwhilB80hglAtB8ywR4whBtC8wwi0whAtE8R4g0Je?AgWHAqn9wCT+jBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gzhB8zhRpglB8Bti0ilC8Btwwg0RpE8ywJeAgWHA0?XUPCPOdBA;v115@9gzhB8wwRpwhh0AtB8ywglwhg0BtC8ilwhg0AtE8Rp?whJeAgWHApizPCUXdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gxhh0B8BtR4xhg0B8ywhlxhg0C8wwBtglxhE8R4gl?JeAgWHAMO9wCqH0BA
IOITZSLJ,9,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO;TIIJSZO,Z;J;O;S;T;L,v115@9gzhB8wwhlwhi0B8ywglwhRpg0C8BtglwhRpE8Btwh?JeAgWHAaX9wCsPdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA;v115@9gwhilB8i0xhRpB8ywAtxhRpC8wwBtxhglE8Atg0wh?JeAgWHApHDMC0/jBA;v115@9gwhilB8wwi0whglAtB8ywR4whBtC80hAtE8R4g0Je?AgWHApn9wCzifBA;v115@9gwhilB8wwi0whRpB8ywR4whRpC80hglE8R4g0JeAg?WHAJX9wCz/jBA
IOITSZLJ,7,TIILJSO;TIILJSZ;TIILJZO;IILJSZO,Z;O;S;T,v115@9gzhB8wwhlwhi0B8ywglwhRpg0C8BtglwhRpE8Btwh?JeAgWHAaX9wCsPdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA;v115@9gwhilB8wwi0whRpB8ywR4whRpC80hglE8R4g0JeAg?WHAJX9wCz/jBA
IIOTSZLJ,7,TIILJSO;TIILJSZ;TIILJZO;IILJSZO,Z;O;S;T,v115@9gzhB8wwhlwhi0B8ywglwhRpg0C8BtglwhRpE8Btwh?JeAgWHAaX9wCsPdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA;v115@9gwhilB8wwi0whRpB8ywR4whRpC80hglE8R4g0JeAg?WHAJX9wCz/jBA
ILZIJOTS,14,TIILJSZ;TIILJZO;IILJSZO,O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gwhilB80hglAtB8ywRpwhBtC8wwg0RpwhAtE8i0Je?AgWHAKnbMCU+jBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gzhB8ywwhRpglB8Btwwg0whilC8Btg0whRpE8h0wh?JeAgWHApfjWCvedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gzhB8wwRpwhh0AtB8ywglwhg0BtC8ilwhg0AtE8Rp?whJeAgWHApizPCUXdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA
ILZIOJTS,12,TIILSZO;TIILJSZ;TIILJZO;IILJSZO,J;O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITOSZLJ,7,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;O;S;T,v115@9gzhB8wwhlwhi0B8ywglwhRpg0C8BtglwhRpE8Btwh?JeAgWHAaX9wCsPdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA;v115@9gwhilB8wwi0whRpB8ywR4whRpC80hglE8R4g0JeAg?WHAJX9wCz/jBA
ILZOIJTS,14,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gzhB8wwR4whglRpB8ywg0whglRpC8R4g0whhlE8h0?whJeAgWHAp/LgCUddBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSOZLJ,5,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;O;S;T,v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA;v115@9gwhilB8wwi0whRpB8ywR4whRpC80hglE8R4g0JeAg?WHAJX9wCz/jBA
ILOZIJTS,14,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8ywhli0C8wwRpglR4E8RpglJeAgWH?Avi/wCTOdBA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gzhB8wwR4whglRpB8ywg0whglRpC8R4g0whhlE8h0?whJeAgWHAp/LgCUddBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSZOLJ,3,TIILSZO;TIILJSZ;TIILJZO,J;O;S,v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwi0whglAtB8ywR4whBtC80hAtE8R4g0Je?AgWHApn9wCzifBA
IITSZLOJ,5,TIILJSO;TIILSZO;TIILJSZ;TIILJZO,Z;J;O;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8wwhlwhi0B8ywglwhRpg0C8BtglwhRpE8Btwh?JeAgWHAaX9wCsPdBA;v115@9gzhB8zhh0AtB8ywR4g0BtC8wwR4glg0AtE8ilJeAg?WHAMtzPCUOdBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gwhilB8wwi0whglAtB8ywR4whBtC80hAtE8R4g0Je?AgWHApn9wCzifBA
IOLZIJTS,13,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8ywhli0C8wwRpglR4E8RpglJeAgWH?Avi/wCTOdBA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gzhB8wwR4whglRpB8ywg0whglRpC8R4g0whhlE8h0?whJeAgWHAp/LgCUddBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSZLJO,14,TIILJSO;TIILSZO;TILJSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;I;O;S;T,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8wwhlwhi0B8ywglwhRpg0C8BtglwhRpE8Btwh?JeAgWHAaX9wCsPdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gwhilB80hglAtB8ywRpwhBtC8wwg0RpwhAtE8i0Je?AgWHAKnbMCU+jBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8zhh0AtB8ywR4g0BtC8wwR4glg0AtE8ilJeAg?WHAMtzPCUOdBA;v115@9gwhilB80hglAtB8ywR4whBtC8wwi0whAtE8R4g0Je?AgWHAqn9wCT+jBA;v115@9gxhh0B8R4hlxhg0B8R4ywxhg0C8BtwwglxhE8Btgl?JeAgWHAaO9wCz/jBA;v115@9gzhB8wwhlwhg0R4B8ywglwhi0C8BtglwhR4E8Btwh?JeAgWHAae/wCMddBA;v115@9gzhB8zhh0AtB8ywRpg0BtC8wwilg0AtE8glRpJeAg?WHAs3/wCPOdBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gh0R4B8Bthlg0R4B8zhglywC8zhg0wwE8BtglJeAg?WHApOUPCJtDCA;v115@9gwhilB8wwi0whglAtB8ywR4whBtC80hAtE8R4g0Je?AgWHApn9wCzifBA
IOZLIJTS,10,TIILJSO;TIILSZO;TIILJZO;TIILJSZ;IILJSZO,Z;J;S;O;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8ywhli0C8wwRpglR4E8RpglJeAgWH?Avi/wCTOdBA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSLZJO,13,TIILJSO;TIILSZO;TIILJSZ;TIILJZO,Z;J;O;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8zhi0B8ywR4Rpg0C8wwR4glRpE8ilJeAgWHAM?3TxCKOdBA;v115@9gzhB8i0whilB8ywg0whglR4C8wwRpwhR4E8RpwhJe?AgWHAPd9wCsPdBA;v115@9gzhB8zhilB8ywRpglR4C8wwg0RpR4E8i0JeAgWHAK?9KxCMOdBA;v115@9gzhB8zhh0AtB8ywR4g0BtC8wwR4glg0AtE8ilJeAg?WHAMtzPCUOdBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gzhB8zhh0AtB8ywRpg0BtC8wwilg0AtE8glRpJeAg?WHAs3/wCPOdBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gh0R4B8Bthlg0R4B8zhglywC8zhg0wwE8BtglJeAg?WHApOUPCJtDCA;v115@9gBtR4B8i0whglR4B80hglBtC8ywwhhlE8wwg0whJe?AgWHApO8LCz3fBA;v115@9gBtR4B8i0whglBtB80hglR4C8ywwhhlE8wwg0whJe?AgWHApO8LCatfBA
IZOLIJTS,11,TIILJSO;TIILSZO;TIILJZO;TIILJSZ;IILJSZO,Z;J;S;O;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8ywhli0C8wwRpglR4E8RpglJeAgWH?Avi/wCTOdBA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSLZOJ,6,TIILJSO;TIILSZO;TIILJSZ,Z;J;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8zhi0B8ywR4Rpg0C8wwR4glRpE8ilJeAgWHAM?3TxCKOdBA;v115@9gzhB8zhh0AtB8ywR4g0BtC8wwR4glg0AtE8ilJeAg?WHAMtzPCUOdBA;v115@9gh0R4B8hlxhg0R4B8BtglxhywC8Btxhg0wwE8glxh?JeAgWHAJejxCsvzBA;v115@9gBtR4B8i0whglR4B80hglBtC8ywwhhlE8wwg0whJe?AgWHApO8LCz3fBA;v115@9gBtR4B8i0whglBtB80hglR4C8ywwhhlE8wwg0whJe?AgWHApO8LCatfBA
IZLOIJTS,14,TIILJSO;TIILSZO;TIILJSZ;TIILJZO;IILJSZO,Z;J;O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8ywwhglRpB8Btwwg0whglRpC8Btg0whhlE8h0?whJeAgWHApfjWCvedBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gzhB8wwR4whglRpB8ywg0whglRpC8R4g0whhlE8h0?whJeAgWHAp/LgCUddBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSLOZJ,4,TIILJSO;TIILSZO;TILJSZO;TIILJSZ,Z;J;I;O,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8zhi0B8ywR4Rpg0C8wwR4glRpE8ilJeAgWHAM?3TxCKOdBA;v115@9gzhB8zhh0AtB8ywR4g0BtC8wwR4glg0AtE8ilJeAg?WHAMtzPCUOdBA;v115@9gBtR4B8i0whglR4B80hglBtC8ywwhhlE8wwg0whJe?AgWHApO8LCz3fBA
IZLIOJTS,12,TIILSZO;TIILJSZ;TIILJZO;IILJSZO,J;O;S;T,v115@9gzhB8zhi0B8BtywRpg0C8BtwwglRpE8ilJeAgWHAM?njxCKOdBA;v115@9gwhilB8i0xhglAtB8ywg0xhBtC8wwRpxhAtE8Rpwh?JeAgWHAPebMC0/jBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8zhglRpB8Bti0glRpC8Btwwg0hlE8ywJeAgWH?A0XMgCKOdBA;v115@9gzhB8ywwhi0B8BthlwhRpg0C8BtglwhRpE8wwglwh?JeAgWHAP+TFDqedBA;v115@9gxhh0B8wwR4Atxhg0B8ywBtxhg0C8R4AtglxhE8il?JeAgWHAMONFD0vzBA;v115@9gxhh0B8BtRpxhg0B8ywRpxhg0C8wwBtglxhE8ilJe?AgWHAMOFgC0fDCA;v115@9gxhh0B8ywglxhg0B8Btilxhg0C8BtRpxhE8wwRpJe?AgWHAvn1LCs/1BA;v115@9gzhB8zhg0R4B8Btywi0C8BtwwglR4E8ilJeAgWHAs?3/wCTOdBA;v115@9gwhilB8wwR4xhglAtB8ywg0xhBtC8R4g0xhAtE8h0?whJeAgWHApfbMC0yzBA;v115@9gzhB8i0whglRpB8ywAtwhglRpC8wwBtwhhlE8Atg0?whJeAgWHApXMgC0PdBA;v115@9gwhilB8wwg0RpwhglAtB8ywRpwhBtC80hAtE8i0Je?AgWHApHDMC0ifBA
IITSOLZJ,7,TIILJSO;TIILSZO;TIILJZO,Z;J;S,v115@9gxhh0B8R4Rpxhg0B8R4wwRpxhg0C8ywglxhE8ilJe?AgWHAse1LCPtfBA;v115@9gzhB8zhh0AtB8ywhlg0BtC8wwRpglg0AtE8RpglJe?AgWHAvizPCUOdBA;v115@9gzhB8zhi0B8ywR4Rpg0C8wwR4glRpE8ilJeAgWHAM?3TxCKOdBA;v115@9gzhB8R4RpywB8R4g0RpilC8zhglwwE8i0JeAgWHAp?i/wCPddBA;v115@9gzhB8R4RpilB8R4g0RpywC8zhglwwE8i0JeAgWHAp?u/VCPddBA;v115@9gzhB8wwg0RpilB8ywRpglR4C8zhR4E8i0JeAgWHAT?uKxCsPdBA;v115@9gwhilB8wwi0whRpB8ywR4whRpC80hglE8R4g0JeAg?WHAJX9wCz/jBA
